latitude,longitude,provider,download_mbps,upload_mbps,ping,lon_from_geom,lat_from_geom
51.08138081890047,71.46602426203341,Kazakhtelecom,151.66,155.42,22.666666666666668,71.46602426203341,51.08138081890047
51.08138081890047,71.46888703386954,Kazakhtelecom,151.66,155.42,22.666666666666668,71.46888703386954,51.08138081890047
51.08138081890047,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.08138081890047
51.08138081890047,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.08138081890047
51.08138081890047,71.47747534937788,Kazakhtelecom,106.27,96.9,36.25,71.47747534937788,51.08138081890047
51.08138081890047,71.480338121214,Kazakhtelecom,106.27,96.9,36.25,71.480338121214,51.08138081890047
51.08138081890047,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.08138081890047
51.08138081890047,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.08138081890047
51.08138081890047,71.48892643672235,Kazakhtelecom,29.28,30.68,49.5,71.48892643672235,51.08138081890047
51.08317744125045,71.3686900196054,Kazakhtelecom,483.11,484.65,24.5,71.3686900196054,51.08317744125045
51.08317744125045,71.37155279144152,Kazakhtelecom,393.02,361.57,24.25,71.37155279144152,51.08317744125045
51.08317744125045,71.37441556327764,Kazakhtelecom,393.02,361.57,24.25,71.37441556327764,51.08317744125045
51.08317744125045,71.37727833511376,Kazakhtelecom,393.02,361.57,24.25,71.37727833511376,51.08317744125045
51.08317744125045,71.38014110694986,Kazakhtelecom,393.02,361.57,24.25,71.38014110694986,51.08317744125045
51.08317744125045,71.38300387878598,Kazakhtelecom,393.02,361.57,24.25,71.38300387878598,51.08317744125045
51.08317744125045,71.3858666506221,Kazakhtelecom,262.51,241.09,87.16666666666667,71.3858666506221,51.08317744125045
51.08317744125045,71.38872942245823,Kazakhtelecom,262.51,241.09,87.16666666666667,71.38872942245823,51.08317744125045
51.08317744125045,71.39159219429435,Kazakhtelecom,262.51,241.09,87.16666666666667,71.39159219429435,51.08317744125045
51.08317744125045,71.39445496613045,Kazakhtelecom,152.21,119.31,118.5,71.39445496613045,51.08317744125045
51.08317744125045,71.39731773796657,Kazakhtelecom,152.21,119.31,118.5,71.39731773796657,51.08317744125045
51.08317744125045,71.4001805098027,Kazakhtelecom,1.49,0.12,213.0,71.4001805098027,51.08317744125045
51.08317744125045,71.40304328163882,Kazakhtelecom,1.49,0.12,213.0,71.40304328163882,51.08317744125045
51.08317744125045,71.41163159714716,Kazakhtelecom,99.8,90.52,31.321428571428605,71.41163159714716,51.08317744125045
51.08317744125045,71.41449436898328,Kazakhtelecom,103.03,114.78,29.610714285714298,71.41449436898328,51.08317744125045
51.08317744125045,71.4173571408194,Kazakhtelecom,91.15,98.13,29.092261904761916,71.4173571408194,51.08317744125045
51.08317744125045,71.42021991265553,Kazakhtelecom,73.86,78.89,34.58169642857144,71.42021991265553,51.08317744125045
51.08317744125045,71.42308268449165,Kazakhtelecom,71.69,71.37,32.06224489795919,71.42308268449165,51.08317744125045
51.08317744125045,71.42594545632775,Kazakhtelecom,136.12,120.48,30.50520282186948,71.42594545632775,51.08317744125045
51.08317744125045,71.42880822816387,Kazakhtelecom,157.22,127.17,30.23715986394557,71.42880822816387,51.08317744125045
51.08317744125045,71.431671,Kazakhtelecom,210.37,145.28,29.730337941628257,71.431671,51.08317744125045
51.08317744125045,71.43453377183612,Kazakhtelecom,216.46,148.41,29.8213492063492,71.43453377183612,51.08317744125045
51.08317744125045,71.43739654367224,Kazakhtelecom,223.32,153.32,28.539326765188825,71.43739654367224,51.08317744125045
51.08317744125045,71.44025931550834,Kazakhtelecom,305.83,183.54,31.031372549019586,71.44025931550834,51.08317744125045
51.08317744125045,71.44312208734446,Kazakhtelecom,367.59,219.13,24.916666666666647,71.44312208734446,51.08317744125045
51.08317744125045,71.44598485918058,Kazakhtelecom,576.28,256.59,24.7,71.44598485918058,51.08317744125045
51.08317744125045,71.4488476310167,Kazakhtelecom,576.28,256.59,24.7,71.4488476310167,51.08317744125045
51.08317744125045,71.45171040285283,Kazakhtelecom,576.28,256.59,24.7,71.45171040285283,51.08317744125045
51.08317744125045,71.45457317468893,Kazakhtelecom,417.05,218.65,23.9375,71.45457317468893,51.08317744125045
51.08317744125045,71.45743594652505,Kazakhtelecom,372.8,205.91,24.071428571428573,71.45743594652505,51.08317744125045
51.08317744125045,71.46029871836117,Kazakhtelecom,122.53,124.63,23.375,71.46029871836117,51.08317744125045
51.08317744125045,71.4631614901973,Kazakhtelecom,151.66,155.42,22.666666666666668,71.4631614901973,51.08317744125045
51.08317744125045,71.46602426203341,Kazakhtelecom,151.66,155.42,22.666666666666668,71.46602426203341,51.08317744125045
51.08317744125045,71.46888703386954,Kazakhtelecom,102.71,105.53,33.4,71.46888703386954,51.08317744125045
51.08317744125045,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.08317744125045
51.08317744125045,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.08317744125045
51.08317744125045,71.47747534937788,Kazakhtelecom,102.71,105.53,33.4,71.47747534937788,51.08317744125045
51.08317744125045,71.480338121214,Kazakhtelecom,106.27,96.9,36.25,71.480338121214,51.08317744125045
51.08317744125045,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.08317744125045
51.08317744125045,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.08317744125045
51.08317744125045,71.48892643672235,Kazakhtelecom,29.28,30.68,49.5,71.48892643672235,51.08317744125045
51.08317744125045,71.49178920855847,Kazakhtelecom,29.28,30.68,49.5,71.49178920855847,51.08317744125045
51.084974063600434,71.3686900196054,Kazakhtelecom,483.11,484.65,24.5,71.3686900196054,51.084974063600434
51.084974063600434,71.37155279144152,Kazakhtelecom,393.02,361.57,24.25,71.37155279144152,51.084974063600434
51.084974063600434,71.37441556327764,Kazakhtelecom,393.02,361.57,24.25,71.37441556327764,51.084974063600434
51.084974063600434,71.37727833511376,Kazakhtelecom,393.02,361.57,24.25,71.37727833511376,51.084974063600434
51.084974063600434,71.38014110694986,Kazakhtelecom,393.02,361.57,24.25,71.38014110694986,51.084974063600434
51.084974063600434,71.38300387878598,Kazakhtelecom,393.02,361.57,24.25,71.38300387878598,51.084974063600434
51.084974063600434,71.3858666506221,Kazakhtelecom,393.02,361.57,24.25,71.3858666506221,51.084974063600434
51.084974063600434,71.38872942245823,Kazakhtelecom,393.02,361.57,24.25,71.38872942245823,51.084974063600434
51.084974063600434,71.39159219429435,Kazakhtelecom,262.51,241.09,87.16666666666667,71.39159219429435,51.084974063600434
51.084974063600434,71.39445496613045,Kazakhtelecom,152.21,119.31,118.5,71.39445496613045,51.084974063600434
51.084974063600434,71.39731773796657,Kazakhtelecom,152.21,119.31,118.5,71.39731773796657,51.084974063600434
51.084974063600434,71.41163159714716,Kazakhtelecom,99.8,90.52,31.321428571428605,71.41163159714716,51.084974063600434
51.084974063600434,71.41449436898328,Kazakhtelecom,111.38,121.84,29.900793650793666,71.41449436898328,51.084974063600434
51.084974063600434,71.4173571408194,Kazakhtelecom,74.1,75.75,34.26919642857144,71.4173571408194,51.084974063600434
51.084974063600434,71.42021991265553,Kazakhtelecom,71.69,71.37,32.06224489795919,71.42021991265553,51.084974063600434
51.084974063600434,71.42308268449165,Kazakhtelecom,132.39,116.21,30.201445578231283,71.42308268449165,51.084974063600434
51.084974063600434,71.42594545632775,Kazakhtelecom,132.39,116.21,30.201445578231283,71.42594545632775,51.084974063600434
51.084974063600434,71.42880822816387,Kazakhtelecom,157.35,125.38,30.05858843537414,71.42880822816387,51.084974063600434
51.084974063600434,71.431671,Kazakhtelecom,210.49,143.66,29.56904761904761,71.431671,51.084974063600434
51.084974063600434,71.43453377183612,Kazakhtelecom,216.46,148.41,29.8213492063492,71.43453377183612,51.084974063600434
51.084974063600434,71.43739654367224,Kazakhtelecom,239.79,159.99,29.521333333333317,71.43739654367224,51.084974063600434
51.084974063600434,71.44025931550834,Kazakhtelecom,231.92,155.08,29.366666666666653,71.44025931550834,51.084974063600434
51.084974063600434,71.44312208734446,Kazakhtelecom,290.79,175.13,30.724074074074053,71.44312208734446,51.084974063600434
51.084974063600434,71.44598485918058,Kazakhtelecom,423.55,253.17,24.652777777777754,71.44598485918058,51.084974063600434
51.084974063600434,71.4488476310167,Kazakhtelecom,576.28,256.59,24.7,71.4488476310167,51.084974063600434
51.084974063600434,71.45171040285283,Kazakhtelecom,576.28,256.59,24.7,71.45171040285283,51.084974063600434
51.084974063600434,71.45457317468893,Kazakhtelecom,417.05,218.65,23.9375,71.45457317468893,51.084974063600434
51.084974063600434,71.45743594652505,Kazakhtelecom,372.8,205.91,24.071428571428573,71.45743594652505,51.084974063600434
51.084974063600434,71.46029871836117,Kazakhtelecom,122.53,124.63,23.375,71.46029871836117,51.084974063600434
51.084974063600434,71.4631614901973,Kazakhtelecom,122.53,124.63,23.375,71.4631614901973,51.084974063600434
51.084974063600434,71.46602426203341,Kazakhtelecom,151.66,155.42,22.666666666666668,71.46602426203341,51.084974063600434
51.084974063600434,71.46888703386954,Kazakhtelecom,102.71,105.53,33.4,71.46888703386954,51.084974063600434
51.084974063600434,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.084974063600434
51.084974063600434,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.084974063600434
51.084974063600434,71.47747534937788,Kazakhtelecom,102.71,105.53,33.4,71.47747534937788,51.084974063600434
51.084974063600434,71.480338121214,Kazakhtelecom,106.27,96.9,36.25,71.480338121214,51.084974063600434
51.084974063600434,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.084974063600434
51.084974063600434,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.084974063600434
51.084974063600434,71.48892643672235,Kazakhtelecom,29.28,30.68,49.5,71.48892643672235,51.084974063600434
51.084974063600434,71.49178920855847,Kazakhtelecom,29.28,30.68,49.5,71.49178920855847,51.084974063600434
51.08677068595041,71.37155279144152,Kazakhtelecom,393.02,361.57,24.25,71.37155279144152,51.08677068595041
51.08677068595041,71.37441556327764,Kazakhtelecom,393.02,361.57,24.25,71.37441556327764,51.08677068595041
51.08677068595041,71.37727833511376,Kazakhtelecom,393.02,361.57,24.25,71.37727833511376,51.08677068595041
51.08677068595041,71.38014110694986,Kazakhtelecom,393.02,361.57,24.25,71.38014110694986,51.08677068595041
51.08677068595041,71.38300387878598,Kazakhtelecom,393.02,361.57,24.25,71.38300387878598,51.08677068595041
51.08677068595041,71.3858666506221,Kazakhtelecom,393.02,361.57,24.25,71.3858666506221,51.08677068595041
51.08677068595041,71.38872942245823,Kazakhtelecom,393.02,361.57,24.25,71.38872942245823,51.08677068595041
51.08677068595041,71.39159219429435,Kazakhtelecom,302.94,238.5,24.0,71.39159219429435,51.08677068595041
51.08677068595041,71.39445496613045,Kazakhtelecom,302.94,238.5,24.0,71.39445496613045,51.08677068595041
51.08677068595041,71.4001805098027,Kazakhtelecom,93.7,74.66,20.0,71.4001805098027,51.08677068595041
51.08677068595041,71.40304328163882,Kazakhtelecom,93.7,74.66,20.0,71.40304328163882,51.08677068595041
51.08677068595041,71.40590605347494,Kazakhtelecom,93.7,74.66,20.0,71.40590605347494,51.08677068595041
51.08677068595041,71.40876882531106,Kazakhtelecom,93.7,74.66,20.0,71.40876882531106,51.08677068595041
51.08677068595041,71.41163159714716,Kazakhtelecom,98.78,87.87,29.43452380952384,71.41163159714716,51.08677068595041
51.08677068595041,71.41449436898328,Kazakhtelecom,103.4,109.76,29.1107142857143,71.41449436898328,51.08677068595041
51.08677068595041,71.4173571408194,Kazakhtelecom,73.62,71.62,32.30034013605443,71.4173571408194,51.08677068595041
51.08677068595041,71.42021991265553,Kazakhtelecom,73.62,71.62,32.30034013605443,71.42021991265553,51.08677068595041
51.08677068595041,71.42308268449165,Kazakhtelecom,133.84,116.39,30.380017006802717,71.42308268449165,51.08677068595041
51.08677068595041,71.42594545632775,Kazakhtelecom,133.84,116.39,30.380017006802717,71.42594545632775,51.08677068595041
51.08677068595041,71.42880822816387,Kazakhtelecom,154.58,125.31,29.814682539682533,71.42880822816387,51.08677068595041
51.08677068595041,71.431671,Kazakhtelecom,157.56,127.68,29.739326765188824,71.431671,51.08677068595041
51.08677068595041,71.43453377183612,Kazakhtelecom,209.02,145.18,29.295014880952376,71.43453377183612,51.08677068595041
51.08677068595041,71.43739654367224,Kazakhtelecom,228.73,155.49,30.586419753086407,71.43739654367224,51.08677068595041
51.08677068595041,71.44025931550834,Kazakhtelecom,229.38,156.46,29.049382716049372,71.44025931550834,51.08677068595041
51.08677068595041,71.44312208734446,Kazakhtelecom,252.12,150.55,29.421739130434787,71.44312208734446,51.08677068595041
51.08677068595041,71.44598485918058,Kazakhtelecom,411.91,239.44,24.73076923076923,71.44598485918058,51.08677068595041
51.08677068595041,71.4488476310167,Kazakhtelecom,525.6,226.27,24.861111111111168,71.4488476310167,51.08677068595041
51.08677068595041,71.45171040285283,Kazakhtelecom,525.6,226.27,24.861111111111168,71.45171040285283,51.08677068595041
51.08677068595041,71.45457317468893,Kazakhtelecom,360.23,189.5,24.270833333333375,71.45457317468893,51.08677068595041
51.08677068595041,71.45743594652505,Kazakhtelecom,372.8,205.91,24.071428571428573,71.45743594652505,51.08677068595041
51.08677068595041,71.46029871836117,Kazakhtelecom,122.53,124.63,23.375,71.46029871836117,51.08677068595041
51.08677068595041,71.4631614901973,Kazakhtelecom,122.53,124.63,23.375,71.4631614901973,51.08677068595041
51.08677068595041,71.46602426203341,Kazakhtelecom,151.66,155.42,22.666666666666668,71.46602426203341,51.08677068595041
51.08677068595041,71.46888703386954,Kazakhtelecom,102.71,105.53,33.4,71.46888703386954,51.08677068595041
51.08677068595041,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.08677068595041
51.08677068595041,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.08677068595041
51.08677068595041,71.47747534937788,Kazakhtelecom,102.71,105.53,33.4,71.47747534937788,51.08677068595041
51.08677068595041,71.480338121214,Kazakhtelecom,49.02,67.13,40.333333333333336,71.480338121214,51.08677068595041
51.08677068595041,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.08677068595041
51.08677068595041,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.08677068595041
51.08677068595041,71.48892643672235,Kazakhtelecom,29.28,30.68,49.5,71.48892643672235,51.08677068595041
51.08677068595041,71.49178920855847,Kazakhtelecom,29.28,30.68,49.5,71.49178920855847,51.08677068595041
51.08677068595041,71.4946519803946,Kazakhtelecom,29.28,30.68,49.5,71.4946519803946,51.08677068595041
51.0885673083004,71.37441556327764,Kazakhtelecom,393.02,361.57,24.25,71.37441556327764,51.0885673083004
51.0885673083004,71.37727833511376,Kazakhtelecom,393.02,361.57,24.25,71.37727833511376,51.0885673083004
51.0885673083004,71.38014110694986,Kazakhtelecom,393.02,361.57,24.25,71.38014110694986,51.0885673083004
51.0885673083004,71.38300387878598,Kazakhtelecom,393.02,361.57,24.25,71.38300387878598,51.0885673083004
51.0885673083004,71.3858666506221,Kazakhtelecom,393.02,361.57,24.25,71.3858666506221,51.0885673083004
51.0885673083004,71.38872942245823,Kazakhtelecom,302.94,238.5,24.0,71.38872942245823,51.0885673083004
51.0885673083004,71.39159219429435,Kazakhtelecom,302.94,238.5,24.0,71.39159219429435,51.0885673083004
51.0885673083004,71.39445496613045,Kazakhtelecom,198.32,156.58,22.0,71.39445496613045,51.0885673083004
51.0885673083004,71.39731773796657,Kazakhtelecom,93.7,74.66,20.0,71.39731773796657,51.0885673083004
51.0885673083004,71.4001805098027,Kazakhtelecom,93.7,74.66,20.0,71.4001805098027,51.0885673083004
51.0885673083004,71.40304328163882,Kazakhtelecom,93.7,74.66,20.0,71.40304328163882,51.0885673083004
51.0885673083004,71.40590605347494,Kazakhtelecom,93.7,74.66,20.0,71.40590605347494,51.0885673083004
51.0885673083004,71.40876882531106,Kazakhtelecom,93.7,74.66,20.0,71.40876882531106,51.0885673083004
51.0885673083004,71.41163159714716,Kazakhtelecom,47.58,27.29,36.333333333333336,71.41163159714716,51.0885673083004
51.0885673083004,71.41449436898328,Kazakhtelecom,99.67,102.39,28.592261904761912,71.41449436898328,51.0885673083004
51.0885673083004,71.4173571408194,Kazakhtelecom,73.62,71.62,32.30034013605443,71.4173571408194,51.0885673083004
51.0885673083004,71.42021991265553,Kazakhtelecom,133.84,116.39,30.380017006802717,71.42021991265553,51.0885673083004
51.0885673083004,71.42308268449165,Kazakhtelecom,134.85,119.01,30.049671592775034,71.42308268449165,51.0885673083004
51.0885673083004,71.42594545632775,Kazakhtelecom,137.04,120.99,29.964682539682535,71.42594545632775,51.0885673083004
51.0885673083004,71.42880822816387,Kazakhtelecom,131.97,112.99,29.619408369408365,71.42880822816387,51.0885673083004
51.0885673083004,71.431671,Kazakhtelecom,149.46,118.72,29.424719887955177,71.431671,51.0885673083004
51.0885673083004,71.43453377183612,Kazakhtelecom,198.13,136.75,28.984457671957664,71.43453377183612,51.0885673083004
51.0885673083004,71.43739654367224,Kazakhtelecom,215.86,141.03,30.0,71.43739654367224,51.0885673083004
51.0885673083004,71.44025931550834,Kazakhtelecom,216.43,141.87,28.661290322580644,71.44025931550834,51.0885673083004
51.0885673083004,71.44312208734446,Kazakhtelecom,246.46,150.04,28.8,71.44312208734446,51.0885673083004
51.0885673083004,71.44598485918058,Kazakhtelecom,396.74,229.2,24.571428571428573,71.44598485918058,51.0885673083004
51.0885673083004,71.4488476310167,Kazakhtelecom,479.02,207.67,24.52380952380957,71.4488476310167,51.0885673083004
51.0885673083004,71.45171040285283,Kazakhtelecom,479.02,207.67,24.52380952380957,71.45171040285283,51.0885673083004
51.0885673083004,71.45457317468893,Kazakhtelecom,387.84,183.69,24.38095238095243,71.45457317468893,51.0885673083004
51.0885673083004,71.45743594652505,Kazakhtelecom,152.47,114.63,23.833333333333403,71.45743594652505,51.0885673083004
51.0885673083004,71.46029871836117,Kazakhtelecom,122.53,124.63,23.375,71.46029871836117,51.0885673083004
51.0885673083004,71.4631614901973,Kazakhtelecom,122.53,124.63,23.375,71.4631614901973,51.0885673083004
51.0885673083004,71.46602426203341,Kazakhtelecom,122.53,124.63,23.375,71.46602426203341,51.0885673083004
51.0885673083004,71.46888703386954,Kazakhtelecom,102.71,105.53,33.4,71.46888703386954,51.0885673083004
51.0885673083004,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.0885673083004
51.0885673083004,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.0885673083004
51.0885673083004,71.47747534937788,Kazakhtelecom,102.71,105.53,33.4,71.47747534937788,51.0885673083004
51.0885673083004,71.480338121214,Kazakhtelecom,49.02,67.13,40.333333333333336,71.480338121214,51.0885673083004
51.0885673083004,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.0885673083004
51.0885673083004,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.0885673083004
51.0885673083004,71.48892643672235,Kazakhtelecom,29.28,30.68,49.5,71.48892643672235,51.0885673083004
51.0885673083004,71.49178920855847,Kazakhtelecom,29.28,30.68,49.5,71.49178920855847,51.0885673083004
51.0885673083004,71.4946519803946,Kazakhtelecom,29.28,30.68,49.5,71.4946519803946,51.0885673083004
51.090363930650376,71.37727833511376,Kazakhtelecom,302.94,238.5,24.0,71.37727833511376,51.090363930650376
51.090363930650376,71.38014110694986,Kazakhtelecom,302.94,238.5,24.0,71.38014110694986,51.090363930650376
51.090363930650376,71.38300387878598,Kazakhtelecom,157.06,126.26,25.5,71.38300387878598,51.090363930650376
51.090363930650376,71.3858666506221,Kazakhtelecom,157.06,126.26,25.5,71.3858666506221,51.090363930650376
51.090363930650376,71.38872942245823,Kazakhtelecom,157.06,126.26,25.5,71.38872942245823,51.090363930650376
51.090363930650376,71.39159219429435,Kazakhtelecom,157.06,126.26,25.5,71.39159219429435,51.090363930650376
51.090363930650376,71.39445496613045,Kazakhtelecom,113.64,102.47,28.5,71.39445496613045,51.090363930650376
51.090363930650376,71.39731773796657,Kazakhtelecom,141.87,131.55,26.611111111111168,71.39731773796657,51.090363930650376
51.090363930650376,71.4001805098027,Kazakhtelecom,141.87,131.55,26.611111111111168,71.4001805098027,51.090363930650376
51.090363930650376,71.40304328163882,Kazakhtelecom,163.46,151.37,21.888888888889,71.40304328163882,51.090363930650376
51.090363930650376,71.40590605347494,Kazakhtelecom,163.46,151.37,21.888888888889,71.40590605347494,51.090363930650376
51.090363930650376,71.40876882531106,Kazakhtelecom,93.7,74.66,20.0,71.40876882531106,51.090363930650376
51.090363930650376,71.41163159714716,Kazakhtelecom,52.78,34.57,35.25,71.41163159714716,51.090363930650376
51.090363930650376,71.41449436898328,Kazakhtelecom,89.32,97.78,31.6875,71.41449436898328,51.090363930650376
51.090363930650376,71.4173571408194,Kazakhtelecom,87.22,92.67,32.673051948051956,71.4173571408194,51.090363930650376
51.090363930650376,71.42021991265553,Kazakhtelecom,138.39,126.68,30.69807987711213,71.42021991265553,51.090363930650376
51.090363930650376,71.42308268449165,Kazakhtelecom,139.17,128.74,30.388764880952376,71.42308268449165,51.090363930650376
51.090363930650376,71.42594545632775,Kazakhtelecom,131.97,112.99,29.619408369408365,71.42594545632775,51.090363930650376
51.090363930650376,71.42880822816387,Kazakhtelecom,131.97,112.99,29.619408369408365,71.42880822816387,51.090363930650376
51.090363930650376,71.431671,Kazakhtelecom,131.97,112.99,29.619408369408365,71.431671,51.090363930650376
51.090363930650376,71.43453377183612,Kazakhtelecom,153.34,119.67,30.3611111111111,71.43453377183612,51.090363930650376
51.090363930650376,71.43739654367224,Kazakhtelecom,221.76,146.58,28.7258064516129,71.43739654367224,51.090363930650376
51.090363930650376,71.44025931550834,Kazakhtelecom,215.43,141.59,28.439393939393938,71.44025931550834,51.090363930650376
51.090363930650376,71.44312208734446,Kazakhtelecom,243.91,146.93,28.673076923076923,71.44312208734446,51.090363930650376
51.090363930650376,71.44598485918058,Kazakhtelecom,381.18,226.74,24.32,71.44598485918058,51.090363930650376
51.090363930650376,71.4488476310167,Kazakhtelecom,479.02,207.67,24.52380952380957,71.4488476310167,51.090363930650376
51.090363930650376,71.45171040285283,Kazakhtelecom,437.73,190.97,24.777777777777832,71.45171040285283,51.090363930650376
51.090363930650376,71.45457317468893,Kazakhtelecom,148.84,85.75,23.91666666666675,71.45457317468893,51.090363930650376
51.090363930650376,71.45743594652505,Kazakhtelecom,148.84,85.75,23.91666666666675,71.45743594652505,51.090363930650376
51.090363930650376,71.46029871836117,Kazakhtelecom,152.47,114.63,23.833333333333403,71.46029871836117,51.090363930650376
51.090363930650376,71.4631614901973,Kazakhtelecom,122.53,124.63,23.375,71.4631614901973,51.090363930650376
51.090363930650376,71.46602426203341,Kazakhtelecom,122.53,124.63,23.375,71.46602426203341,51.090363930650376
51.090363930650376,71.46888703386954,Kazakhtelecom,102.71,105.53,33.4,71.46888703386954,51.090363930650376
51.090363930650376,71.47174980570564,Kazakhtelecom,102.71,105.53,33.4,71.47174980570564,51.090363930650376
51.090363930650376,71.47461257754176,Kazakhtelecom,102.71,105.53,33.4,71.47461257754176,51.090363930650376
51.090363930650376,71.47747534937788,Kazakhtelecom,49.02,67.13,40.333333333333336,71.47747534937788,51.090363930650376
51.090363930650376,71.480338121214,Kazakhtelecom,29.28,30.68,49.5,71.480338121214,51.090363930650376
51.090363930650376,71.48320089305012,Kazakhtelecom,29.28,30.68,49.5,71.48320089305012,51.090363930650376
51.090363930650376,71.48606366488623,Kazakhtelecom,29.28,30.68,49.5,71.48606366488623,51.090363930650376
